url,id,review_count,price,phone,rating,coordinates,image_url,transactions,categories,location,display_phone,distance,alias,is_closed,name,latitude,longitude
https://www.yelp.com/biz/central-park-new-york?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,xOw4aafJRji9XomGunlvcQ,2306,,+12123106600,5.0,"{'latitude': 40.782418740809, 'longitude': -73.9656022837641}",https://s3-media2.fl.yelpcdn.com/bphoto/a_T1R7oNyM-5Vtcx5ZiyPw/o.jpg,[],"[{'alias': 'parks', 'title': 'Parks'}]","{'address1': '14 E 60th St', 'address2': '', 'address3': 'Central Park Conservancy', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['14 E 60th St', 'Central Park Conservancy', 'New York, NY 10022']}",(212) 310-6600,8893.835855571413,central-park-new-york,False,Central Park,40.782418740809,-73.9656022837641
https://www.yelp.com/biz/the-high-line-new-york?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,JION8hhg7q6zyayHYwhxIw,2231,,+12122069922,4.5,"{'latitude': 40.7479831752801, 'longitude': -74.0048906107511}",https://s3-media1.fl.yelpcdn.com/bphoto/Gujj42hSygQGqua-R4iYiQ/o.jpg,[],"[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'localflavor', 'title': 'Local Flavor'}]","{'address1': '820 Washington St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['820 Washington St', 'New York, NY 10014']}",(212) 206-9922,4813.598883567381,the-high-line-new-york,False,The High Line,40.7479831752801,-74.0048906107511
https://www.yelp.com/biz/bryant-park-new-york-2?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,MJJi_5tGkWYI1VReTjhCCA,1083,,+12127684242,4.5,"{'latitude': 40.7538842911333, 'longitude': -73.9836510457098}",https://s3-media2.fl.yelpcdn.com/bphoto/e3C0L_4bryzvPU6PbmZ_dA/o.jpg,[],"[{'alias': 'parks', 'title': 'Parks'}]","{'address1': '41 W 40th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['41 W 40th St', 'New York, NY 10018']}",(212) 768-4242,5460.350754311696,bryant-park-new-york-2,False,Bryant Park,40.7538842911333,-73.9836510457098
https://www.yelp.com/biz/brooklyn-bridge-park-brooklyn-3?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,riGhXci7Xo-Gp9gtl5IBYA,497,,+17182229939,4.5,"{'latitude': 40.7016262778116, 'longitude': -73.9972114562988}",https://s3-media3.fl.yelpcdn.com/bphoto/vtdWyO6PvxhUGqGAzIQvmw/o.jpg,[],"[{'alias': 'parks', 'title': 'Parks'}]","{'address1': '334 Furman St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['334 Furman St', 'Brooklyn, NY 11201']}",(718) 222-9939,490.71929523498704,brooklyn-bridge-park-brooklyn-3,False,Brooklyn Bridge Park,40.7016262778116,-73.9972114562988
https://www.yelp.com/biz/prospect-park-brooklyn?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,Mn_as8S7-fJjahyn4AF6Pw,544,,+17189658951,4.5,"{'latitude': 40.66553, 'longitude': -73.974029}",https://s3-media1.fl.yelpcdn.com/bphoto/-CjfngBhRYx-7ui4uLJLEA/o.jpg,[],"[{'alias': 'parks', 'title': 'Parks'}]","{'address1': '95 Prospect Park W', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['95 Prospect Park W', 'Brooklyn, NY 11215']}",(718) 965-8951,4755.864059983106,prospect-park-brooklyn,False,Prospect Park,40.66553,-73.974029
https://www.yelp.com/biz/brooklyn-heights-promenade-brooklyn?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,PAqdplgKhagEx9ewNDxjZw,316,,+12126399675,5.0,"{'latitude': 40.6979309758759, 'longitude': -73.9971359844473}",https://s3-media2.fl.yelpcdn.com/bphoto/FeySJW-Ed7MJ3WLODxo9sg/o.jpg,[],"[{'alias': 'parks', 'title': 'Parks'}]","{'address1': 'Columbia Heights', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['Columbia Heights', 'Brooklyn, NY 11201']}",(212) 639-9675,869.1933892031496,brooklyn-heights-promenade-brooklyn,False,Brooklyn Heights Promenade,40.6979309758759,-73.9971359844473
https://www.yelp.com/biz/washington-square-park-new-york?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,bJQZKARP-Xn2AEqNNMe9OA,537,,,4.5,"{'latitude': 40.7307873410831, 'longitude': -73.997597694397}",https://s3-media1.fl.yelpcdn.com/bphoto/vAZdwkcrZVUeD2daHLzLmQ/o.jpg,[],"[{'alias': 'parks', 'title': 'Parks'}]","{'address1': '1 Washington Sq E', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['1 Washington Sq E', 'New York, NY 10011']}",,2831.6798395386363,washington-square-park-new-york,False,Washington Square Park,40.7307873410831,-73.997597694397
https://www.yelp.com/biz/madison-square-park-new-york?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,R3ci6iQRLIIK0Eq1-cY_pw,368,,+12125207600,4.5,"{'latitude': 40.7422133587202, 'longitude': -73.9879736510651}",https://s3-media4.fl.yelpcdn.com/bphoto/0Eo1YESmmE9MRgeqftGvRA/o.jpg,[],"[{'alias': 'parks', 'title': 'Parks'}]","{'address1': 'Eleven Madison Ave', 'address2': 'Fl 15', 'address3': '', 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['Eleven Madison Ave', 'Fl 15', 'New York, NY 10010']}",(212) 520-7600,4123.00398883959,madison-square-park-new-york,False,Madison Square Park,40.7422133587202,-73.9879736510651
https://www.yelp.com/biz/governors-island-national-monument-new-york?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,NU0PxRWTYoLKZRTy9JT_jg,298,,+12128253045,4.5,"{'latitude': 40.6913770268785, 'longitude': -74.0164375305176}",https://s3-media3.fl.yelpcdn.com/bphoto/nFOGI1zl3XP2F8R-Gsa1_A/o.jpg,[],"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'parks', 'title': 'Parks'}]","{'address1': '10 S St', 'address2': '', 'address3': 'Slip 7', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['10 S St', 'Slip 7', 'New York, NY 10004']}",(212) 825-3045,2435.564175805824,governors-island-national-monument-new-york,False,Governors Island National Monument,40.6913770268785,-74.0164375305176
https://www.yelp.com/biz/the-battery-new-york?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,-qMrl4pSdhyvaUEw_sgbng,333,,+12123443491,4.5,"{'latitude': 40.704492, 'longitude': -74.014303}",https://s3-media3.fl.yelpcdn.com/bphoto/YeRzgx-hwXp1Rd9UXBVcyw/o.jpg,[],"[{'alias': 'parks', 'title': 'Parks'}]","{'address1': 'State St & Battery Pl', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['State St & Battery Pl', 'New York, NY 10004']}",(212) 344-3491,1690.0357496833674,the-battery-new-york,False,The Battery,40.704492,-74.014303
