url,id,review_count,price,phone,rating,coordinates,image_url,transactions,categories,location,display_phone,distance,alias,is_closed,name,latitude,longitude
https://www.yelp.com/biz/trader-joes-new-york-16?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,OcoixnwcHRTw0QEd6aV2Kg,34,$$,12124778340,5,"{'latitude': 40.716494, 'longitude': -73.98677}",https://s3-media2.fl.yelpcdn.com/bphoto/piZUsbm7rErBvmhoYVTAqQ/o.jpg,[],"[{'alias': 'grocery', 'title': 'Grocery'}]","{'address1': '400 Grand St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['400 Grand St', 'New York, NY 10002']}",(212) 477-8340,1382.593713,trader-joes-new-york-16,FALSE,Trader Joe's,40.716494,-73.98677
https://www.yelp.com/biz/trader-joes-brooklyn?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,QcN1dhSjxrDDMU4BuDYdCg,660,$$,17182468460,4,"{'latitude': 40.6895284, 'longitude': -73.9926484}",https://s3-media4.fl.yelpcdn.com/bphoto/ulwZ3zqJCBRa4f1jd_6HbQ/o.jpg,[],"[{'alias': 'grocery', 'title': 'Grocery'}]","{'address1': '130 Court St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['130 Court St', 'Brooklyn, NY 11201']}",(718) 246-8460,1775.251901,trader-joes-brooklyn,FALSE,Trader Joe's,40.6895284,-73.9926484
https://www.yelp.com/biz/trader-joes-brooklyn-2?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,drlRWaOmgOGLmzV20z0hDg,111,$$,17182430107,4.5,"{'latitude': 40.69085, 'longitude': -73.98329}",https://s3-media1.fl.yelpcdn.com/bphoto/qyq_GAq4HU8X39w9w3BVig/o.jpg,[],"[{'alias': 'grocery', 'title': 'Grocery'}]","{'address1': '445 Gold St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['445 Gold St', 'Brooklyn, NY 11201']}",(718) 243-0107,1871.591683,trader-joes-brooklyn-2,FALSE,Trader Joe's,40.69085,-73.98329
https://www.yelp.com/biz/trader-joes-new-york?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,prXkW0uIRe5VQlYEUeqCbA,954,$,12125294612,3.5,"{'latitude': 40.7334139, 'longitude': -73.9878611}",https://s3-media1.fl.yelpcdn.com/bphoto/32ks_Put3OpTCVsT-LkWhA/o.jpg,[],"[{'alias': 'grocery', 'title': 'Grocery'}]","{'address1': '142 E 14th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['142 E 14th St', 'New York, NY 10003']}",(212) 529-4612,3151.68702,trader-joes-new-york,FALSE,Trader Joe's,40.7334139,-73.9878611
https://www.yelp.com/biz/trader-joes-new-york-4?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,AaYw6rUGY2VytTqejA41FQ,655,$$,12122552106,4.5,"{'latitude': 40.741916, 'longitude': -73.993879}",https://s3-media1.fl.yelpcdn.com/bphoto/Dp3jB83-0vFzCCQ4nt0dwA/o.jpg,[],"[{'alias': 'grocery', 'title': 'Grocery'}]","{'address1': '675 6th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['675 6th Ave', 'New York, NY 10010']}",(212) 255-2106,4055.550965,trader-joes-new-york-4,FALSE,Trader Joe's,40.741916,-73.993879
https://www.yelp.com/biz/trader-joes-new-york-8?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,VsbzkxaFRRdjvmd6r5M9DA,168,$$,12128893279,4,"{'latitude': 40.74431, 'longitude': -73.97912}",https://s3-media1.fl.yelpcdn.com/bphoto/UbXNBS7EjVmiXqUmTaiEow/o.jpg,[],"[{'alias': 'grocery', 'title': 'Grocery'}]","{'address1': '200 E 32nd St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['200 E 32nd St', 'New York, NY 10016']}",(212) 889-3279,4472.612869,trader-joes-new-york-8,FALSE,Trader Joe's,40.74431,-73.97912
https://www.yelp.com/biz/trader-joes-hoboken-2?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,fKWHGkJkVrTZ1_yCyNlXwA,76,$$,12017144790,4,"{'latitude': 40.7536163, 'longitude': -74.0302574}",https://s3-media4.fl.yelpcdn.com/bphoto/3kT-CPEk9Q6MbMEzlLoBkw/o.jpg,[],"[{'alias': 'grocery', 'title': 'Grocery'}]","{'address1': '1350 Willow Ave', 'address2': '', 'address3': None, 'city': 'Hoboken', 'zip_code': '07030', 'country': 'US', 'state': 'NJ', 'display_address': ['1350 Willow Ave', 'Hoboken, NJ 07030']}",(201) 714-4790,6154.25361,trader-joes-hoboken-2,FALSE,Trader Joe's,40.7536163,-74.0302574
https://www.yelp.com/biz/trader-joes-new-york-5?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,Vap1BmkcgVf6Bx7odPj6JA,556,$,12127990028,4,"{'latitude': 40.7783467274875, 'longitude': -73.981859950438}",https://s3-media2.fl.yelpcdn.com/bphoto/9J80bSHaLo6UXnBqveVWhA/o.jpg,[],"[{'alias': 'grocery', 'title': 'Grocery'}]","{'address1': '2073 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['2073 Broadway', 'New York, NY 10023']}",(212) 799-0028,8173.703668,trader-joes-new-york-5,FALSE,Trader Joe's,40.77834673,-73.98185995
https://www.yelp.com/biz/trader-joes-new-york-11?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,FxFIi74kKmbIeeNfOS_oWQ,55,$$,12126781680,4,"{'latitude': 40.7907467, 'longitude': -73.9692795}",https://s3-media3.fl.yelpcdn.com/bphoto/w81rTRQUIEEMiGj9qIqgIA/o.jpg,[],"[{'alias': 'grocery', 'title': 'Grocery'}]","{'address1': '670 Columbus Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10025', 'country': 'US', 'state': 'NY', 'display_address': ['670 Columbus Ave', 'New York, NY 10025']}",(212) 678-1680,9708.225947,trader-joes-new-york-11,FALSE,Trader Joe's,40.7907467,-73.9692795
https://www.yelp.com/biz/trader-joes-rego-park?adjust_creative=mlUSbFxe2TkWOcUoOW1mYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mlUSbFxe2TkWOcUoOW1mYQ,zmh1F2XZyLIB3p-bvwfqyQ,446,$$,17182751791,4,"{'latitude': 40.7111885702386, 'longitude': -73.8582202894052}",https://s3-media3.fl.yelpcdn.com/bphoto/Y9rhP3D5ZqokrFFegpA8Zg/o.jpg,[],"[{'alias': 'grocery', 'title': 'Grocery'}]","{'address1': '9030 Metropolitan Ave', 'address2': '', 'address3': '', 'city': 'Rego Park', 'zip_code': '11374', 'country': 'US', 'state': 'NY', 'display_address': ['9030 Metropolitan Ave', 'Rego Park, NY 11374']}",(718) 275-1791,11487.36343,trader-joes-rego-park,FALSE,Trader Joe's,40.71118857,-73.85822029
